feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,target
27,54.03,86,33.636,28.7,27.03333333,61.63,30.7,281.8
28.5,54.03,82,39.732,28.5,27.93333333,61.63,29.6,376.8
4.26,54.03,78,21.25,4.4,4.6,61.63,5.2,392.8
24.72,54.03,74,30.694,30.9,32.2,61.63,29.2,244.4
38.88,54.02,88,26.154,45.8,32.7,61.63,37.7,386.4
45.26,54.02,66,44.028,43,30,61.63,38.2,493.6
64.56,53.99,72,51.695,54.3,43.5,61.63,52,794
80.36,53.99,64,86.718,56.4,46.66666667,61.63,56.8,878.2
6.06,53.98,78,43.438,6.9,4.366666667,61.63,7.3,663.6
36.66,53.97,82,57.26,35.5,28.23333333,61.63,34.8,575.6
133.98,53.97,64,33.889,178.1,90.83333333,61.63,154.4,571.4
133.44,53.97,52,29.646,172.9,111.1,61.63,155.7,359.6
72.32,53.97,42,27.464,106,83.83333333,61.63,94.5,306.2
2.76,53.96,52,48.75,2.3,3.333333333,61.63,2,350
18.48,53.95,70,22.297,34.9,45.86666667,61.63,35.8,525
21.34,53.95,64,28.438,28.6,35.1,61.63,27.7,363.4
45.3,53.94,58,23.675,81.3,114.1666667,61.63,78.1,298.8
22.6,53.93,92,44.861,20.1,16.76666667,61.63,19.6,492.6
3.98,53.93,20,28.958,4.1,2.033333333,61.63,5.6,491.6
18.76,53.92,88,44.722,18.1,16.73333333,61.63,17.1,436.6
18.56,53.92,80,55.255,18.7,17.36666667,61.63,18.5,485.4
21.46,53.92,78,48.611,20.6,18.53333333,61.63,20.4,491.2
21.5,53.92,72,49.688,19.7,16.96666667,61.63,19.7,477.8
37.38,53.91,82,39.355,42.7,44.46666667,61.63,43.5,455.6
33.02,53.9,70,56.482,26.9,23.56666667,61.63,25.2,589.6
6.64,53.9,64,33.409,10.3,5.9,61.63,10.2,512.6
53.92,53.89,42,56.091,54.8,38.06666667,61.63,47.3,713.6
26.5,53.88,88,44.211,24.5,22.3,61.63,25.3,648
33.76,53.88,54,45.357,33.1,27.03333333,61.63,32.7,668.4
52.4,53.88,52,44.828,53,42.73333333,61.63,52.5,681.4
19.32,53.88,42,55.335,17.2,13.9,61.63,15.8,685.2
36.58,53.87,46,65.755,33.1,29.7,61.63,35.6,719.8
15.14,53.87,38,60.2,14.8,12.03333333,61.63,14.1,608.4
50.32,53.87,36,50.114,48.5,37.6,61.63,43.3,677.2
58.14,53.87,26,35.048,72.6,52.43333333,61.63,69.4,588
53.7,53.86,56,41.19,58.1,41.43333333,61.63,52.9,648
48.3,53.85,68,61.599,40.4,42.6,61.63,41.4,682.4
73.24,53.85,58,63.974,58.6,54.2,61.63,61.1,820
112.44,53.85,50,57.85,99.8,84.56666667,61.63,100.9,790.6
35.02,53.84,64,67.105,32.8,27.3,61.63,32.3,678
64.9,53.84,54,53.773,60.5,52.4,61.63,55.6,758
24.14,53.83,70,47.308,20.7,20.03333333,61.63,21.3,706.8
55.88,53.82,78,58.78,44.4,43.96666667,61.63,44.1,775.6
49.26,53.82,72,60.176,44.7,37.5,61.63,42.4,705.4
48.32,53.82,72,62.56,39.4,37.16666667,61.63,38.6,733.8
56.3,53.82,64,45.687,60.7,44.6,61.63,60.9,762.4
40.62,53.81,72,51.271,33.9,27.23333333,61.63,33.7,916.6
25.66,53.81,72,69.296,20.9,18.76666667,61.63,20.9,1000.002
101.14,53.81,66,68.553,79,67.36666667,61.63,74.8,964.4
31.92,53.79,72,82.064,23.4,21.8,61.63,22.3,1000.002
126.78,53.77,52,101.447,87.6,84.66666667,61.63,88,1000.002
32.44,54.3,78,41.125,35.5,30.1,61.62,31.4,366
23.52,54.22,40,23.75,34.4,28.8,61.62,31.8,355.4
14.3,54.21,84,38,14.5,24.33333333,61.62,15.8,339
27.26,54.21,76,23.182,39.5,59.93333333,61.62,40.5,342.4
29.36,54.21,70,37.708,30.3,43.16666667,61.62,30,341.2
39.62,54.21,66,30.833,48.4,55.5,61.62,46.6,358.2
19.86,54.2,64,24.306,28.5,34.8,61.62,24.8,375
82.76,54.2,46,30.125,117.1,130.3666667,61.62,106.8,363.4
26.16,54.19,84,27.379,28.9,31.66666667,61.62,30.2,363
28.68,54.19,74,24.375,39.4,55.56666667,61.62,40.4,352.6
19.54,54.19,60,19.866,26.4,24.53333333,61.62,25.8,354.8
18.02,54.18,88,33.125,17.9,15.76666667,61.62,17.9,372.8
41.58,54.18,80,30.061,56.8,46.53333333,61.62,52.6,381.6
96.68,54.18,54,21.449,152.7,128.2333333,61.62,143.2,330.6
39.66,54.18,48,24.792,65.1,75.03333333,61.62,57.4,400
31.76,54.17,66,28.208,45.4,24.63333333,61.62,39.2,477
52.18,54.16,92,33.177,59.3,35.16666667,61.62,58.5,618.8
47.16,54.16,84,31.289,54.6,35.5,61.62,52.3,641.2
43.94,54.16,62,37.312,50.1,31.46666667,61.62,47.4,638.8
58.66,54.15,72,43.036,61.9,37.16666667,61.62,57.9,731.8
25.06,54.14,84,77.112,22.5,16.4,61.62,22.4,773.4
52.02,54.11,76,71.134,52.3,29,61.62,47.4,833.4
75.96,54.1,78,93.092,58.6,32.5,61.62,52.5,1000.002
165.28,54.09,48,35.659,243.7,104.9333333,61.62,227.4,562.6
24.52,54.08,96,39.375,28.8,12.33333333,61.62,26.4,900
90.48,54.08,60,28.889,131.2,63.66666667,61.62,124.3,670.6
92.5,54.08,50,33.989,130.7,57.96666667,61.62,119.1,970
55.98,54.07,96,44.896,59.6,41.16666667,61.62,56.1,1000.002
73.06,54.07,42,35.573,95.6,50.33333333,61.62,89,1000.002
96.28,54.07,32,33.725,138.1,63.23333333,61.62,120.9,750
26.22,54.06,104,76.771,21.7,19.26666667,61.62,20.5,1000.002
30.18,54.06,100,62.344,29.1,23,61.62,25.9,1000.002
86.9,54.06,62,28.233,115.8,66.23333333,61.62,107,620
50.44,54.06,56,31.475,61.6,33.03333333,61.62,57.4,725
51.16,54.06,50,35.556,66.1,39.43333333,61.62,63.6,1000
41.06,54.05,104,30.707,48,30,61.62,41.7,835.8
24.82,54.05,104,44.191,21,17.53333333,61.62,21.4,668.2
20.08,54.05,104,42.404,23.1,19.66666667,61.62,22.6,702
47.04,54.05,80,32.38,59.8,37.76666667,61.62,56.3,575
15.34,54.04,90,62.895,13,8.466666667,61.62,11.8,680.8
52.28,54.04,78,34.063,56.9,55.5,61.62,55.3,543.2
44.74,54.04,70,22.961,59.2,59.8,61.62,54.3,415.4
56.92,54.04,62,27.226,72.7,70.66666667,61.62,67.2,508.4
38.26,54.03,88,39.537,44.1,43.16666667,61.62,43.2,532.8
18.24,54.03,86,26.402,25.5,23.5,61.62,24.6,371.4
42.02,54.03,72,29.344,56.9,58.53333333,61.62,52.7,444.2
41.96,54.02,90,39.615,48.6,44.76666667,61.62,48.1,537.2
37.86,54.02,62,43.077,45,27.3,61.62,42.6,281.2
190.56,54.01,36,47.612,207.5,130.7333333,61.62,192,608.2
226.16,53.99,42,46.277,303.9,170.9,61.62,283.9,456.6
37.18,53.97,84,60.19,33.7,27.1,61.62,32.6,589
47.9,53.96,88,46.923,45.8,42.9,61.62,45,598
65.18,53.95,70,32.708,96.7,66.76666667,61.62,92,800
36.42,53.95,58,25.833,58.8,46.56666667,61.62,52.3,375
29.78,53.88,78,48.611,28.2,24.76666667,61.62,27,912.2
50.02,53.88,72,47.5,44.3,34.36666667,61.62,42.2,884.2
36.6,53.88,68,50.602,31.5,27.4,61.62,30.7,907.4
26.26,53.88,66,52.999,24.4,18.7,61.62,21.7,718.8
60.78,53.88,54,55.771,60.6,47.36666667,61.62,56.4,691
39.86,53.87,66,69.021,37.1,30.6,61.62,36.1,675.2
45.74,53.87,54,46.75,49.1,36.7,61.62,46.6,633.8
47.74,53.87,46,58.518,41.8,33.6,61.62,41.5,675.8
83.02,53.87,42,49.821,101.8,68.46666667,61.62,92.5,585.8
55.82,53.87,34,57.415,57.9,48.9,61.62,58.3,643.8
55.74,53.86,58,67.613,47.5,39.4,61.62,44.4,705.4
35.56,53.86,30,76.74,31.1,30.26666667,61.62,33,658.6
70.66,53.85,62,55.843,72.9,54.9,61.62,67.9,769.2
88.6,53.85,56,49.384,92.8,71.03333333,61.62,88.5,756.2
115.5,53.84,50,54.968,114.9,87.9,61.62,111.7,759.6
61.4,53.83,80,51.626,57,42.13333333,61.62,50.6,865.4
43.04,53.83,70,45.179,45.4,30.06666667,61.62,41.4,854.4
45.4,53.83,40,44.615,49.8,35.66666667,61.62,52.1,769.6
26.36,53.82,76,60.308,23.7,18.23333333,61.62,22.5,833.4
36.44,53.82,68,59.907,36.4,25,61.62,36.6,1000.002
37.78,53.81,82,60.15,30.1,26.73333333,61.62,27.8,977
48,53.81,78,57.361,37.3,29.23333333,61.62,37.2,1000.002
20.36,53.81,72,105.045,14.8,10.96666667,61.62,16.9,1000.002
46.98,53.81,66,64.956,40.7,31.8,61.62,37.3,967.2
39.5,53.81,40,85.491,30.6,23.43333333,61.62,29.2,820.6
88.42,53.8,72,80.838,70.2,47.76666667,61.62,62.4,1000.002
208.9,53.79,64,77.042,162,149.1333333,61.62,157.6,1000.002
227.06,53.77,42,98.21,153.7,154.9666667,61.62,150.4,1000.002
165.54,53.75,46,76.986,129,105.8666667,61.62,115.9,1000.002
65.9,57.37,50,18.325,82.4,49.23333333,61.61,77,211.6
93.88,54.28,48,44.818,82,118.8666667,61.61,77.7,332.4
14.24,54.22,80,36.95,14.9,17.76666667,61.61,15.5,330.4
35.8,54.22,70,50.818,33.4,42.56666667,61.61,34.5,373.6
37.38,54.21,64,36.845,44.1,50.53333333,61.61,43.2,357
56.14,54.21,28,26.667,86.8,90.96666667,61.61,80.3,344.8
40.24,54.2,38,22.234,73.2,116.1,61.61,73.1,362.6
51.88,54.2,34,20.348,102.8,131.6666667,61.61,97.3,354.4
40,54.19,82,30.491,48.5,47.96666667,61.61,46.1,384
75.88,54.19,50,29.982,98.9,81.8,61.61,87.6,408.4
37.5,54.19,46,20.968,71,85.16666667,61.61,65.7,325
9.54,54.18,88,33.906,9.1,7.333333333,61.61,11.2,447.6
39.14,54.18,84,29.327,38.9,32.83333333,61.61,41.4,480.4
33.92,54.17,80,36.563,37.2,27.83333333,61.61,38.5,444.8
55.8,54.17,56,32.052,74.8,45.03333333,61.61,69.7,567.2
128.58,54.17,52,31.929,161.1,93.53333333,61.61,149.1,530.4
66.9,54.17,52,33.516,81.8,53.3,61.61,77.3,483
31.64,54.16,92,51.169,27.9,20.1,61.61,28.3,828.6
27.76,54.16,74,51.584,28.6,18.23333333,61.61,25.8,889.4
81.68,54.16,40,32.388,106.2,54.56666667,61.61,98.7,512.6
53.92,54.15,72,31.146,71.3,30.16666667,61.61,65.9,747
18.34,54.15,58,34.612,18.1,12.63333333,61.61,18.3,850
62.2,54.15,58,42.031,65,40.4,61.61,64.2,788.8
92.48,54.14,68,65.533,78.1,52.4,61.61,71.9,1000.002
101.52,54.14,38,55.683,103.4,67.36666667,61.61,96,618.4
14.6,54.09,82,43.214,12.6,7.666666667,61.61,12.5,1000.002
46.94,54.09,56,44.167,60.8,26.16666667,61.61,54.8,850
86.24,54.09,54,36.207,121.4,54.46666667,61.61,109.7,725
75.18,54.08,104,150.001,46.4,46.9,61.61,42.2,1000.002
24.88,54.08,104,35.114,30.4,14.8,61.61,28.2,861.6
16.66,54.08,56,30.67,23,11.63333333,61.61,21,750
62.86,54.07,90,57.762,55.3,38.43333333,61.61,56.4,1000.002
24.26,54.06,104,80.095,19.4,16.76666667,61.61,19.4,1000.002
65.98,54.06,78,33.295,83.1,54.96666667,61.61,75.9,1000.002
59.5,54.06,74,53.316,70.5,43.03333333,61.61,65.4,1000.002
32.42,54.05,94,57.509,31.4,24.13333333,61.61,31.1,948.2
62.1,54.05,84,52.22,55.9,41.76666667,61.61,53.1,1000.002
29.34,54.05,84,66.368,20.3,19.23333333,61.61,20.4,1000.002
56.28,54.05,50,40.153,70.1,37.96666667,61.61,65.8,920
29.84,54.04,104,47.386,27.7,22.2,61.61,28.9,680.8
24.6,54.04,98,39.038,27.9,22.3,61.61,26.9,616.6
41.78,54.04,90,73.028,31.2,27.8,61.61,30.5,1000.002
37.46,54.04,88,55.951,28.6,21.16666667,61.61,28.3,922.6
2.02,54.04,82,41.25,2.3,2.833333333,61.61,3,475
27.32,54.03,78,37.206,37.5,41.23333333,61.61,37,461.8
34.44,54.03,56,32.228,53.6,38.7,61.61,48.1,465
29,54.03,38,31.415,50.9,24.86666667,61.61,43.7,110
31.54,54.02,90,34.375,42.1,34.73333333,61.61,37.5,629
50.42,54.02,76,41.296,64.7,36.36666667,61.61,59.7,645.8
48.94,54.02,76,35.909,63.6,43.73333333,61.61,57.4,558.8
88.48,54.01,70,39.688,91.8,70.03333333,61.61,88.8,710.2
22.02,54.01,50,23.571,28.5,18.1,61.61,29.4,681.2
31.3,54,80,52.035,26.9,27.53333333,61.61,26.8,971.4
29.3,54,70,40.56,38.6,36.8,61.61,34.5,678.2
12.24,53.99,86,51.322,13.5,13.4,61.61,14.2,629.8
21.94,53.97,88,62.35,18.6,17.1,61.61,18.5,722.8
54,53.97,86,51.333,51,38.2,61.61,50.6,691.8
19.86,53.97,76,62.673,17.5,12.46666667,61.61,18,714.4
27.22,53.96,90,58.143,25.2,19.36666667,61.61,26.3,681.4
1.6,53.92,82,52.5,2,2.033333333,61.61,2.3,494.4
86.28,53.9,14,82.037,72.5,56.63333333,61.61,71.8,1000.002
16.52,53.89,80,71.845,14.3,12.96666667,61.61,14.7,876.2
37.02,53.89,76,73.356,33.2,25,61.61,31.4,845.4
50.64,53.89,60,63.434,46.4,35.2,61.61,41.9,920.8
25.34,53.88,70,60.441,21.6,17.36666667,61.61,19.1,940
39.46,53.88,68,60.77,36.7,28.1,61.61,34.5,945.4
49.92,53.88,66,76.685,38.7,36.6,61.61,40.4,948.6
28.96,53.88,62,81.513,24.4,20.23333333,61.61,25.9,1000.002
47.9,53.87,68,59.683,46.9,36.23333333,61.61,43.8,789.2
66.06,53.87,38,75.21,58.4,44.3,61.61,56.9,680.8
47.22,53.86,68,56.87,44.2,30.5,61.61,43.7,784.8
72.38,53.86,56,61.404,76.4,57.83333333,61.61,78.9,736.8
47.72,53.86,48,48.971,58.2,38.4,61.61,56.8,801.4
87.46,53.85,48,57.128,87.1,61,61.61,82.4,732.4
32.2,53.85,34,43.594,37.9,22.33333333,61.61,34.1,698
41.5,53.83,64,56.37,53.9,31.8,61.61,51.9,1000.002
20.16,53.81,70,37.778,16.5,13.03333333,61.61,16.7,975
23.86,53.71,36,75.594,23.3,15.83333333,61.61,22.8,1000.002
49.3,57.36,68,19.722,61.9,39.06666667,61.6,57.5,232.2
82.44,54.7,20,42.941,81.4,72.13333333,61.6,71,303.2
88.86,54.41,44,100.285,56,52.43333333,61.6,49.6,1000.002
131.46,54.28,32,33.304,148,205.3666667,61.6,147.3,309.8
87.58,54.26,26,42.538,87.2,85.33333333,61.6,85.3,308.6
37.44,54.25,26,22.019,49.7,64.23333333,61.6,43.2,268.4
51.04,54.24,70,47.75,54.5,61.66666667,61.6,50.3,359
28.08,54.23,74,40.049,26.6,29.63333333,61.6,27.4,380
32.86,54.23,72,41.181,34.9,47.13333333,61.6,33.7,345.4
24.4,54.22,86,36.442,22.2,24.3,61.6,23,372.6
19.44,54.21,90,48.194,18.1,18.46666667,61.6,18.7,362.6
49.06,54.21,60,29.803,54.4,58.43333333,61.6,50.6,383
47.84,54.2,60,28.424,65.5,66.23333333,61.6,60.9,452.8
97.18,54.2,26,36.875,129.3,111.7,61.6,120,423.8
18.68,54.19,74,36.25,23.1,19.56666667,61.6,23,362.6
43.6,54.19,70,30.395,59.9,49.43333333,61.6,57.4,382.6
32.62,54.19,70,36.007,35.6,28.73333333,61.6,36.8,523.6
74.48,54.18,64,35.711,89.9,63.73333333,61.6,79.1,625.4
71.76,54.17,54,34.013,91.1,63.03333333,61.6,87.1,572
126.94,54.17,48,33.545,154.8,98.16666667,61.6,149.2,443
88.86,54.17,48,22.652,128.3,80.7,61.6,118,538.4
23.52,54.16,90,23.333,25,15.7,61.6,22.8,729.4
27.08,54.16,70,38.056,28.4,16.7,61.6,26.2,769.4
52.76,54.16,68,42.989,58,38.33333333,61.6,55.1,729.4
50.3,54.15,88,50.754,51,32.23333333,61.6,48.4,749
47.88,54.15,82,43.889,50,27.9,61.6,41.7,760.8
77.62,54.15,62,30.398,90.9,51.16666667,61.6,84.6,738.2
33.9,54.14,104,60.678,28.1,19.83333333,61.6,26.4,798.6
8.34,54.14,90,51.377,8.9,6.233333333,61.6,8.8,721.4
165.24,54.13,64,105.575,115.6,90.4,61.6,112.5,1000.002
111.56,54.11,64,150.001,75.3,52.23333333,61.6,69.7,1000.002
79.58,54.1,54,150.001,51,45.03333333,61.6,52,1000.002
53.72,54.09,90,150.001,28.3,28.56666667,61.6,25.9,1000.002
76.3,54.08,104,150.001,43.9,42.2,61.6,41.3,1000.002
43.4,54.07,44,29.107,59.3,28.33333333,61.6,52,1000.002
50.02,54.06,104,66.343,36.2,24.93333333,61.6,34.9,1000.002
37.42,54.06,104,82.961,32.6,21.53333333,61.6,28.4,1000.002
73.04,54.06,94,36.964,96.7,47.93333333,61.6,88.7,1000.002
75.62,54.06,74,41.455,87.3,57.5,61.6,83.8,1000.002
20.56,54.05,86,104.519,14.5,13.13333333,61.6,14.9,1000.002
42.26,54.05,68,36.953,45.9,28.63333333,61.6,43.2,1000.002
89.46,54.05,52,50.762,92.3,50.6,61.6,80.5,1000.002
41.58,54.04,80,92.72,26.8,24,61.6,28.2,1000.002
36.62,54.03,72,81.484,29.6,29.03333333,61.6,26.9,1000.002
22.02,54.03,48,32.222,31.8,16.36666667,61.6,28.7,638.8
123.04,54.03,26,34.058,197.8,113.2333333,61.6,184.5,550
10.3,54.02,54,24.135,20.1,13.23333333,61.6,22.8,368.8
145.94,54.02,38,31.16,233.1,129,61.6,214.4,600
28.54,54.01,96,57.405,25.3,23.1,61.6,26.8,703.2
29.88,54.01,88,54.035,26.2,20.6,61.6,26.6,712.6
42.44,54,88,46.687,38.5,33.73333333,61.6,36.7,688.6
30.68,54,74,54.44,25.8,25.03333333,61.6,25.9,672
36.32,54,68,48.5,33.5,29.06666667,61.6,33.9,658.8
25.6,53.99,72,59.632,24,23.46666667,61.6,21.7,656.2
24.5,53.99,72,54.663,21.3,19.7,61.6,22.7,653.4
14.28,53.98,78,59.856,11.8,10.46666667,61.6,11.7,864.2
50.52,53.98,72,56.11,45.2,33.2,61.6,44.1,913.2
56.5,53.97,88,59.544,45.3,40.7,61.6,46.1,754.4
21.78,53.97,76,75.953,17.4,16.73333333,61.6,18,869.6
27.28,53.97,74,46.364,24.8,16.46666667,61.6,24.2,912.6
18.26,53.97,70,56.169,16.1,15.03333333,61.6,17.2,822.4
37.54,53.96,88,68.197,31.4,29.23333333,61.6,32,727.2
48.32,53.96,86,56.732,45.4,34.26666667,61.6,40.9,661.4
44.34,53.93,70,47.319,44.7,33.33333333,61.6,45,752.2
56.56,53.92,64,45.987,62.9,43.76666667,61.6,53.4,727.6
29.06,53.92,50,59.499,27.1,23.16666667,61.6,28.3,691.6
57.36,53.9,76,79.059,46.6,36.6,61.6,43.8,954.2
53.48,53.9,68,73.151,43.5,36.23333333,61.6,43.1,984.4
46.68,53.89,72,66.321,43,34.43333333,61.6,40.7,963
42.54,53.89,72,81.596,31.4,26.9,61.6,30.6,1000.002
58.52,53.89,62,79.611,49.2,38.3,61.6,47.6,1000.002
30.32,53.88,84,62.356,34.1,21.13333333,61.6,32.7,945.4
60.44,53.88,72,72.651,48.2,42.6,61.6,49.4,1000.002
30.86,53.88,72,93.399,21.4,15.8,61.6,18.7,1000.002
35.06,53.88,70,75,29.6,20.5,61.6,27.5,1000.002
21.2,53.88,70,80.015,19.1,14.8,61.6,19.6,1000.002
41.86,53.87,90,63.231,49.7,28.06666667,61.6,47.2,1000.002
33.58,53.87,80,64.35,37.2,23.96666667,61.6,38.5,959
47.96,53.87,76,52.319,43.1,30.36666667,61.6,39.2,1000.002
62.9,53.87,68,50.976,78.6,45.06666667,61.6,72.7,939.6
44.74,53.86,82,47.105,59.7,31.26666667,61.6,52.3,1000.002
103.04,53.86,36,51.677,136.5,76.2,61.6,124.3,761.6
41.7,53.85,58,56.017,53.3,30.63333333,61.6,48.9,860
100.1,53.78,52,85.421,77.6,78.56666667,61.6,79,1000.002
95.74,53.78,48,129.758,56.2,55.1,61.6,54.8,1000.002
118.14,55.63,30,23.125,125.7,77,61.59,100.1,193.8
131.44,54.32,36,52.987,110.5,115.7666667,61.59,106.7,406.8
63.74,54.3,56,51.668,56.9,73.5,61.59,55.9,374.8
20.16,54.29,70,33.5,20.4,38.73333333,61.59,21.5,295.2
31.82,54.29,64,42.969,32,60.6,61.59,30.6,291.6
51.48,54.28,64,37.566,53.1,86.96666667,61.59,47.2,293.4
17.16,54.27,76,29.219,20.3,41.66666667,61.59,20.4,275.8
17.4,54.26,76,25.313,20.5,35.5,61.59,22.2,272.2
22.92,54.25,72,36.016,25.9,39.1,61.59,27.2,307.6
5.6,54.25,38,19.5,8.4,16.1,61.59,8.7,275
68.94,54.25,36,32.284,85.7,122.1,61.59,81.7,314.2
9.8,54.24,76,31.25,10.1,13.4,61.59,10,351.8
20.52,54.23,70,45.909,19.5,25.1,61.59,18.5,358.4
56.6,54.21,70,53.5,51.8,52.56666667,61.59,52.4,421
54.68,54.2,64,35.164,65.4,73.63333333,61.59,61,434.4
22.12,54.19,90,36.625,22.5,19.83333333,61.59,22.8,381.4
39.86,54.19,74,28.021,42.5,31.3,61.59,40,449.2
36.8,54.18,86,47.171,35.6,32.2,61.59,32.3,475.8
55.7,54.18,70,39.038,66.3,54.36666667,61.59,61.4,552.2
40.16,54.18,60,30.119,51.3,35.06666667,61.59,49.6,524.4
65.54,54.17,54,38.75,64.8,46.06666667,61.59,61.5,732.2
61.2,54.16,64,63.703,50.5,38.63333333,61.59,51,931.6
11.54,54.16,28,41.875,15,12.4,61.59,13,550
32.56,54.15,92,60.83,25.9,16.66666667,61.59,25.8,848
80.64,54.15,66,43.468,86.8,56.5,61.59,86.9,851.8
77.82,54.15,48,41.656,86.6,52.26666667,61.59,83,729.4
71.24,54.07,104,150.001,39.4,38.76666667,61.59,36.1,1000.002
59.58,54.07,94,39.904,62.6,35.86666667,61.59,57.1,1000.002
99.88,54.06,86,55.321,105.7,61,61.59,96.9,1000.002
53.3,54.06,86,41.411,55.6,33.83333333,61.59,50.6,1000.002
194.56,54.05,32,58.758,221.1,100.8666667,61.59,189.9,1000.002
42.26,54.04,104,111.768,33.2,26.66666667,61.59,32.7,1000.002
38.14,54.04,104,109.805,26.1,22.7,61.59,24.9,1000.002
12.02,54.04,98,80.239,9.5,7.6,61.59,10.6,1000.002
34.6,54.03,66,37.277,38.6,33.13333333,61.59,36.3,1000.002
87.52,54.03,52,28.418,139.4,81.16666667,61.59,125,654.6
74.22,54.03,48,31.642,119.2,58.8,61.59,114.7,733.4
87.48,54.03,40,36.019,131.1,72.16666667,61.59,118.5,927.2
34.56,54.02,70,37.25,44.2,38.7,61.59,42,620
28.6,54.02,68,33.462,35.7,26.83333333,61.59,36.2,614
44.48,54.02,54,30.833,61.8,53.13333333,61.59,62.5,631
94.04,54.02,38,33.955,147.2,87.86666667,61.59,133.4,450
116.5,54.02,32,30.965,186.6,113,61.59,175.2,640
40.2,54.01,88,45.982,39.4,32.03333333,61.59,36.5,667
40,54.01,86,47.031,52.9,43,61.59,51.4,605
66.12,54.01,66,28.797,97.4,82.5,61.59,92.4,570.6
50.06,54.01,52,53.683,44.9,40.6,61.59,42.6,1000.002
28.52,54,74,55.284,25.9,22.96666667,61.59,26.1,662
13.68,54,70,28.393,16.1,12.7,61.59,15.9,544
71,54,60,31.91,93.4,124.6,61.59,88,542.4
26.14,54,36,29.338,44.1,29.46666667,61.59,45.6,552.6
45.96,53.97,88,55.941,38.8,28.3,61.59,36,727
29.28,53.97,86,62.022,22.4,19.36666667,61.59,23.2,731.8
32.58,53.97,74,61.333,27.5,22.26666667,61.59,26.6,774.4
36.04,53.96,88,60.286,30.6,25.1,61.59,28.2,712
8.24,53.96,30,39.792,12.8,10.33333333,61.59,13.7,533.4
40.76,53.94,90,47.375,39.4,36.2,61.59,38.7,579.2
66.56,53.93,76,50.596,62.5,48.5,61.59,61.9,727.8
50.28,53.93,44,41.818,60.5,40.83333333,61.59,56.8,679.4
28.74,53.92,76,52.338,27.2,19.66666667,61.59,25,716
51.8,53.92,64,42.333,60.7,37.73333333,61.59,55.5,716
28.72,53.92,58,36.389,40.1,22.46666667,61.59,34.3,550
46.8,53.92,44,45.729,58.4,38.03333333,61.59,55.4,675
46.22,53.9,78,84.68,40.4,34.8,61.59,38,944.2
40.8,53.9,78,75.552,33.6,30.86666667,61.59,35.1,1000.002
83.32,53.89,76,63.861,82.8,53.33333333,61.59,77,1000.002
23.88,53.89,70,90.812,29.2,16.9,61.59,29.5,1000.002
59.18,53.89,68,63.48,63.9,38.1,61.59,59.3,1000.002
14.04,53.89,62,50.497,16.1,7.866666667,61.59,14.4,1000.002
28.56,53.89,62,72.316,32,22.56666667,61.59,33.1,1000.002
49.84,53.88,86,79.614,44.9,34.43333333,61.59,43.7,1000.002
10.8,53.88,68,63.403,10.7,7.1,61.59,10.4,1000.002
29.42,53.88,68,70.842,30.8,16.6,61.59,26.4,1000.002
151.08,53.77,44,100.6,99.1,93.6,61.59,94.6,1000.002
6.22,53.75,8,98.091,5.1,4.266666667,61.59,4.6,1000.002
45.62,57.36,36,17.388,52,47.5,61.58,46.5,108.8
66.04,57.35,42,43.75,55.7,47.1,61.58,52,360.8
60.54,54.32,60,43.409,60.4,65.66666667,61.58,59,312
66.68,54.3,58,36.548,71.2,97.3,61.58,71.8,360.6
29.78,54.29,68,34.821,32.6,46.3,61.58,31.3,320.6
16.44,54.28,70,32.865,20,39.9,61.58,20.3,266.6
39.98,54.28,68,28,42.7,79.7,61.58,43.9,288.6
25.42,54.28,58,41.25,27.2,44.6,61.58,26.6,300
20.48,54.27,74,32.25,24.6,45.7,61.58,23.9,295
13.48,54.27,70,26.667,15.3,26.93333333,61.58,17.3,295.6
24.18,54.27,66,16.295,34.1,36.56666667,61.58,28.3,268.6
19.46,54.26,72,34.519,22.1,36.2,61.58,21.8,286.6
28.6,54.25,72,36.292,33.1,50.06666667,61.58,31.2,290.4
23.62,54.24,72,47.228,22,25.83333333,61.58,21.8,367.6
30.14,54.24,70,45.833,28.1,34.16666667,61.58,28.6,354.4
40.98,54.24,34,25.25,54.8,74.76666667,61.58,54.1,327.4
31,54.23,68,45.375,27.9,33.7,61.58,28.8,378
49.56,54.23,66,56.629,45.7,52.23333333,61.58,44.6,373.4
60.08,54.22,68,41.857,58.9,64.6,61.58,56.8,397.2
36.14,54.22,58,53.767,32.3,41.13333333,61.58,31,466
57.86,54.21,58,51.586,54.3,54.53333333,61.58,54,474.8
3.22,54.2,68,10,4.8,2.2,61.58,3.3,375
64.02,54.2,54,22.377,97,113.4333333,61.58,94.8,463.4
62.96,54.2,48,19.549,90.8,95,61.58,83.9,443
52.44,54.19,68,33.38,57.2,66.56666667,61.58,57.3,445
67.06,54.19,66,22.589,79,77.26666667,61.58,77.5,539.4
65.7,54.19,66,26.165,83,76.03333333,61.58,78.6,461.6
20.26,54.18,80,57.143,15,14.96666667,61.58,16.6,764.8
57.74,54.18,62,36.745,64.6,54.2,61.58,63.7,671
26.46,54.18,60,33.594,35.3,28.53333333,61.58,33.3,404.4
75.2,54.18,54,31.551,88,67.4,61.58,81.2,451.2
44.7,54.17,62,61.359,36.3,30.46666667,61.58,37,719.4
1.08,54.16,92,5.36,0.9,0.666666667,61.58,0.6,750
